StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,student,age,sex,sex_orient,sex_orient_4_TEXT,gender,gender_3_TEXT,relstat,relstat_5_TEXT,ltmInterest,race_1,race_2,race_3,race_4,race_5,race_6,race_8,religion,politics,international,previousParticipant ,poliDQ_1,poliDQ_2,poliDQ_3,poliDQ_4,poliDQ_5,poliDQ_6,poliDQ_7,ageDQ_1,ageDQ_2,ageDQ_3,ageDQ_4,ageDQ_5,ageDQ_6,ageDQ_7,raceDQ_1,raceDQ_2,raceDQ_3,raceDQ_4,raceDQ_5,raceDQ_6,religionDQ_1,religionDQ_2,religionDQ_3,religionDQ_4,religionDQ_5,religionDQ_6,religionDQ_7,religionDQ_8,religionDQ_9,religionDQ_10,religionDQ_11,internationalDQ_1,internationalDQ_2,idealAffection1,idealAffection2,idealAmbition1,idealAmbition2,idealArtistic1,idealArtistic2,idealDisposition1,idealDisposition2,idealFamily1,idealFamily2,idealHealth1,idealHealth2,idealHumor1,idealHumor2,idealIntelligent1,idealIntelligent2,idealKind1,idealKind2,idealParenting1,idealParenting2,idealPhysatt1,idealPhysatt2,idealReligious1,idealReligious2,idealResources1,idealResources2,idealSexy1,idealSexy2,idealStatus1,idealStatus2,selfAffectionate1,selfAffectionate2,selfAmbition1,selfAmbition2,selfArtistic1,selfArtistic2,selfDisposition1,selfDisposition2,selfFamily1,selfFamily2,selfHealth1,selfHealth2,selfHumor1,selfHumor2,selfIntelligent1,selfIntelligent2,selfKind1,selfKind2,selfParenting1,selfParenting2,selfPhysatt1,selfPhysatt2,selfReligious1,selfReligious2,selfResources1,selfResources2,selfSexy1,selfSexy2,selfStatus1,selfStatus2,p
1/8/2025 16:49,1/8/2025 16:58,0,169.231.96.103,100,554,1,1/8/2025 16:58,R_54c9hPholw0qz1i,,,,,34.4265,-119.8631,qr,EN,1,18,1,3,,1,,1,,1,,,1,,,,,2,6,0,0,,,,1,,,,,1,1,1,1,1,1,1,,1,,,1,,1,,,,,,,,,,1,,7,7,7,7,6,7,8,8,7,8,7,9,8,6,7,8,7,8,7,8,6,6,7,9,7,6,1,7,10,9,9,7,9,9,5,6,7,8,8,11,11,11,6,6,8,7,8,9,11,11,6,6,8,7,5,10,1,8,11,11,f24494886
1/8/2025 17:03,1/8/2025 17:11,0,169.231.96.103,100,432,1,1/8/2025 17:11,R_5q9ueZ3wfDvm5pi,,,,,34.4265,-119.8631,qr,EN,1,20,1,3,,1,,1,,1,,,1,,,,,2,4,0,0,,,,1,,,,,1,1,1,1,,,1,,1,,,1,,1,,,,,,,,,,1,,7,6,8,7,7,7,7,7,8,8,8,8,7,6,7,6,7,7,8,8,6,6,9,7,6,7,1,7,8,7,7,8,8,8,6,6,7,7,11,11,11,11,7,6,7,8,8,9,11,11,6,7,9,8,4,8,1,7,11,11,f24607892
1/8/2025 21:02,1/8/2025 21:17,0,169.231.106.51,100,932,1,1/8/2025 21:17,R_6rG22CGfJiBKHUA,,,,,34.046,-118.2297,qr,EN,1,18,0,1,,0,,1,,1,,,,,1,,,12,6,0,0,,,1,1,1,1,,1,1,1,,,,,1,,,,1,1,1,1,,,1,,1,,,1,1,1,1,7,9,8,9,6,8,9,10,8,10,9,9,7,6,8,9,9,9,10,9,7,6,6,6,9,8,6,4,9,8,8,9,9,9,5,6,7,6,11,10,7,6,9,7,9,9,9,9,10,7,7,7,5,5,9,7,6,6,8,6,f24777901
1/8/2025 13:15,1/8/2025 22:59,0,184.189.221.133,100,35042,1,1/8/2025 22:59,R_3Bbtwz42Iz3EeMF,,,,,34.4265,-119.8631,qr,EN,1,22,1,3,,1,,1,,1,,,,,,1,,7,6,1,0,,,1,1,1,1,,1,1,1,1,1,1,,1,,,,,1,1,1,1,1,1,1,1,1,1,,,1,1,9,8,10,8,8,10,9,8,9,10,10,9,8,8,11,10,9,10,11,10,11,11,4,4,7,7,7,6,9,10,9,8,11,11,10,11,8,8,11,11,8,6,6,9,11,10,6,10,9,10,11,10,6,5,6,10,6,6,10,11,f24160249
1/8/2025 23:03,1/8/2025 23:09,0,184.189.221.133,100,366,1,1/8/2025 23:09,R_7FFdyfnRMlfCWxO,,,,,34.4265,-119.8631,qr,EN,1,21,1,3,,1,,1,,1,,,,,,1,,7,6,1,0,,1,1,1,1,1,,1,1,1,1,,,,,,,,1,1,1,1,,,,,1,,,1,1,1,,6,9,9,8,6,7,8,8,8,6,8,8,9,9,8,6,4,6,6,6,8,8,4,6,7,6,6,6,6,9,7,9,8,9,6,7,9,9,8,9,8,6,8,9,10,6,4,6,8,6,8,8,4,3,6,10,8,9,9,7,f24342054
1/8/2025 22:32,1/8/2025 23:14,0,184.189.221.133,100,2507,1,1/8/2025 23:14,R_1KxXr7VgfLvQhSn,,,,,34.4265,-119.8631,qr,EN,1,22,1,3,,1,,1,,1,,,,,,1,,7,6,1,0,,,1,1,1,1,,,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,6,7,6,6,4,6,6,7,8,8,8,6,7,7,7,8,7,6,7,7,5,4,6,6,6,8,8,6,7,8,7,7,4,4,6,7,7,9,7,7,8,8,8,7,10,9,7,6,9,7,6,6,8,10,7,8,9,6,f24969419
1/8/2025 20:54,1/8/2025 23:45,0,68.6.86.126,100,10261,1,1/8/2025 23:45,R_1TKI9a3X34XSqbn,,,,,34.4216,-119.7068,qr,EN,1,20,0,3,,0,,1,,1,1,,,,,,,9,6,0,0,,,,,1,1,,,,,1,1,1,1,1,,,,,1,1,1,1,,,,,1,1,1,1,1,,8,6,8,8,6,6,8,6,9,8,9,8,6,8,9,8,8,8,6,8,8,8,6,6,8,8,8,6,8,8,9,7,9,8,6,6,9,9,9,9,9,9,6,7,8,8,8,9,8,9,8,7,6,6,8,8,7,7,7,9,f24227040
1/8/2025 23:50,1/9/2025 0:01,0,169.231.77.148,100,683,1,1/9/2025 0:01,R_1CwdxoAxIEwWK1y,,,,,34.4265,-119.8631,qr,EN,1,21,0,3,,0,,1,,1,,,,,,1,,10,7,0,0,,,,,1,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,,,,,1,1,1,,9,8,9,8,6,6,8,8,8,8,8,7,11,7,10,10,8,10,9,7,7,7,2,3,9,7,7,6,9,7,9,8,9,7,6,8,8,9,8,10,9,9,11,7,9,10,9,9,10,8,8,7,1,1,8,6,6,6,10,7,f24814274
1/8/2025 23:42,1/9/2025 0:01,0,70.185.134.78,100,1130,1,1/9/2025 0:01,R_7bQ3JBU6yXSCaNf,,,,,34.4265,-119.8631,qr,EN,1,22,1,3,,1,,1,,1,,,,,,1,,11,4,0,0,,1,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,9,11,8,8,7,8,9,10,8,8,8,8,9,9,9,7,8,8,11,11,11,11,1,1,6,6,11,8,7,7,9,11,8,8,4,6,6,7,6,9,9,7,8,8,7,7,8,7,8,7,11,9,4,1,7,7,9,10,6,6,f2446105
1/9/2025 11:22,1/9/2025 11:34,0,174.194.140.104,100,734,1,1/9/2025 11:34,R_58MM9o8GPvgLRaw,,,,,34.046,-118.2297,qr,EN,1,21,1,3,,1,,1,,1,,,,,,1,,12,6,0,0,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,1,8,7,8,8,9,10,6,8,8,8,8,4,9,7,8,8,7,8,6,1,7,6,7,7,4,6,6,8,7,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,f24434064
1/9/2025 12:00,1/9/2025 12:19,0,169.231.240.16,100,1109,1,1/9/2025 12:19,R_5qLGD04JBIRlsC5,,,,,34.4265,-119.8631,qr,EN,1,19,0,4,Asexual ,2,,1,,2,,,1,,,,,10,7,0,0,,,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,7,6,6,6,6,6,6,7,6,6,6,6,8,6,8,8,8,8,6,6,7,6,5,3,6,6,6,2,6,6,7,5,6,7,8,7,6,7,3,5,6,6,6,7,8,8,7,6,6,6,6,6,1,1,6,6,6,1,6,6,f24456815
1/9/2025 12:13,1/9/2025 12:28,0,169.231.118.70,100,854,1,1/9/2025 12:28,R_7TCejUFVC3j3SKc,,,,,34.4265,-119.8631,qr,EN,1,19,1,1,,2,,1,,1,,,,,,1,,11,6,0,0,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,7,7,8,7,6,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,6,6,5,6,7,7,6,6,6,6,7,8,9,8,5,8,7,6,8,10,9,7,8,8,8,7,8,8,6,5,5,7,2,1,8,8,6,6,7,6,f2479457
1/9/2025 13:28,1/9/2025 13:39,0,169.231.151.230,100,680,1,1/9/2025 13:39,R_5GNEu0GYkQGb9lx,,,,,34.4265,-119.8631,qr,EN,1,19,1,2,,1,,1,,1,,,,,,1,,1,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,10,9,9,8,11,6,6,10,11,11,7,11,11,10,11,7,9,11,11,11,9,8,11,11,11,11,9,9,4,8,6,6,4,5,10,7,7,8,9,9,8,9,6,8,7,7,5,4,7,7,9,5,7,6,8,9,4,5,f24266776
1/9/2025 14:13,1/9/2025 14:37,0,181.214.131.106,100,1422,1,1/9/2025 14:37,R_5KpeU7Z2RY8U3JR,,,,,40.7123,-74.0068,qr,EN,2,23,1,3,,1,,1,,1,,,,,,1,,11,5,0,0,,,1,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,,1,,,,,,,,1,1,1,,6,6,10,8,6,6,7,10,5,5,6,7,9,6,11,11,5,9,7,8,5,6,3,3,7,6,6,6,9,6,6,7,8,7,7,7,8,8,6,6,7,8,10,6,11,10,6,5,6,8,5,6,4,2,9,9,5,7,5,5,f24898630
1/9/2025 14:14,1/9/2025 14:37,0,169.231.99.166,100,1414,1,1/9/2025 14:37,R_5G3eF5IITyzzjDf,,,,,34.4265,-119.8631,qr,EN,2,23,1,3,,1,,1,,1,1,,,,,,,2,3,1,0,,,1,,,,,,,1,1,1,1,,1,,,,,,1,1,,,,,,,,,,1,1,8,7,9,8,8,8,9,9,9,9,8,8,8,8,9,8,9,9,9,10,9,9,9,9,8,8,6,6,9,8,10,6,10,10,10,10,10,10,10,11,9,8,9,9,9,9,9,10,10,9,8,8,9,9,8,8,6,7,9,9,f24417241
1/9/2025 15:28,1/9/2025 15:31,0,169.231.30.155,100,162,1,1/9/2025 15:31,R_3pISjwQevr4JEQx,,,,,34.4398,-119.7315,qr,EN,2,23,1,3,,1,,1,,2,1,,,,,,,11,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24253056
1/9/2025 17:44,1/9/2025 19:06,0,172.226.186.5,100,4940,1,1/9/2025 19:06,R_3U3IbLfpyrqJpOt,,,,,34.046,-118.2297,qr,EN,1,19,0,1,,0,,1,,1,,,1,,,,,2,6,1,0,,,,1,1,1,1,,1,1,1,1,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,11,11,9,10,4,8,9,9,7,10,7,9,10,8,10,9,9,10,9,9,8,8,6,3,8,9,7,8,8,7,11,11,8,9,8,11,4,3,4,8,5,4,11,9,7,9,8,8,9,10,8,8,1,1,6,8,6,8,6,6,f2445932
1/9/2025 19:11,1/9/2025 19:51,0,169.231.77.194,100,2425,1,1/9/2025 19:51,R_1y8ZRRbTmquepEg,,,,,34.4265,-119.8631,qr,EN,2,24,0,3,,0,,1,,1,,,1,,,,,12,6,0,0,,,,,1,1,1,,,,,,1,1,,,1,,,1,1,1,,,,,,,,1,1,1,,9,10,9,8,5,7,9,8,9,8,6,6,9,7,9,9,9,10,4,7,7,7,6,6,8,10,8,8,10,10,9,10,10,10,6,7,8,7,10,11,6,6,9,9,10,9,10,10,5,5,7,7,6,5,9,10,5,8,10,10,f24787069
1/9/2025 14:50,1/10/2025 0:05,0,47.151.122.247,100,33277,1,1/10/2025 0:05,R_6dN7QuwEl8qWHkA,,,,,34.7444,-120.2782,qr,EN,2,30,1,3,,1,,1,,1,,,,,,1,,10,7,0,0,,,,,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,8,10,9,9,9,10,8,8,8,9,9,9,9,9,8,9,9,9,6,7,8,8,1,1,8,8,10,10,9,8,8,10,8,9,9,10,8,8,7,9,9,9,8,8,11,9,9,9,5,7,7,7,1,1,9,8,10,9,9,8,f24691443
1/10/2025 6:43,1/10/2025 6:52,0,24.6.112.89,100,536,1,1/10/2025 6:52,R_5P8QMXyVbSTVrsR,,,,,37.8135,-121.9658,qr,EN,1,23,0,3,,0,,1,,1,,,,,,1,,2,6,0,0,,,,1,1,1,,,,1,1,1,1,,1,,1,,,1,1,1,,,,,,1,,1,1,1,1,9,10,10,9,6,6,10,9,9,10,8,8,7,8,8,10,9,10,6,9,9,9,6,6,9,9,8,8,10,9,7,10,10,7,7,10,9,6,10,11,9,6,10,6,7,9,8,10,8,10,8,7,5,3,5,5,7,9,9,9,f24324705
1/10/2025 1:56,1/10/2025 8:07,0,172.226.7.20,100,22244,1,1/10/2025 8:07,R_685EvcZr5AJLFq9,,,,,34.0544,-118.2441,qr,EN,1,24,1,3,,1,,1,,1,,,1,,,,,1,4,0,0,,,1,1,1,,,,,1,1,1,1,1,1,,1,,1,1,1,1,,,,,1,1,,,1,1,1,8,8,8,7,6,7,7,7,8,7,10,9,7,6,7,7,7,9,8,8,8,8,6,6,6,7,7,8,7,7,7,7,7,9,6,7,6,6,8,9,10,8,8,7,8,8,8,9,8,8,8,6,7,5,6,8,7,8,6,7,f24758989
1/10/2025 10:58,1/10/2025 11:05,0,169.231.44.141,100,433,1,1/10/2025 11:05,R_5WgfNLcFhLDq305,,,,,34.4265,-119.8631,qr,EN,1,19,0,3,,0,,1,,1,1,,,,,,,11,6,0,0,,1,1,1,1,1,1,,1,1,,,,,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,,8,6,10,9,3,6,7,6,7,6,7,8,8,6,10,9,7,8,6,9,5,7,3,1,8,8,8,7,6,7,8,4,10,11,2,7,7,8,8,9,9,9,9,7,10,10,7,10,8,6,4,6,4,1,8,11,6,8,7,8,f24807598
1/9/2025 11:07,1/10/2025 11:25,0,169.231.44.119,100,87435,1,1/10/2025 11:25,R_3kZJu1EZnN41EU9,,,,,34.4265,-119.8631,qr,EN,1,19,0,3,,0,,2,,1,,,1,,,,,12,4,0,0,,,,1,1,,,,1,1,1,,,,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,6,7,8,8,7,7,7,7,7,7,6,7,5,6,8,6,6,7,7,7,6,6,9,9,9,9,6,6,6,6,3,9,8,8,7,7,8,6,8,5,7,6,9,8,6,7,7,6,9,6,6,6,7,6,6,8,2,2,6,6,f24299662
1/9/2025 21:35,1/10/2025 11:40,0,172.226.6.54,100,50671,1,1/10/2025 11:40,R_6VI7Izyscun5BTo,,,,,34.11,-118.2607,qr,EN,1,21,1,3,,1,,1,,1,,,,,,1,,11,7,0,0,,,,,,1,1,,,1,1,1,,,1,,1,,,1,,1,,,,,,,,1,1,1,,7,8,8,8,6,8,7,6,6,7,6,8,7,8,8,9,6,7,8,6,6,6,5,4,7,6,6,7,7,7,7,8,7,7,5,6,8,8,8,9,6,6,7,7,8,8,7,7,7,6,6,5,5,3,7,6,6,7,7,6,f24955710
1/10/2025 11:37,1/10/2025 11:47,0,172.226.3.187,100,567,1,1/10/2025 11:47,R_1sZvKcb1SVAXri2,,,,,34.0544,-118.2441,qr,EN,1,24,1,3,,1,,1,,1,,,1,,,,,1,5,0,0,,,1,1,1,,,,,,1,1,1,1,1,,1,,,1,1,1,,,,,1,1,,,1,1,1,7,8,8,8,6,6,7,6,7,8,10,9,7,6,8,6,8,7,9,8,8,8,6,6,7,8,7,8,7,7,8,7,7,9,6,7,6,5,9,11,10,10,8,7,8,8,8,9,9,7,8,6,7,5,7,7,7,8,7,6,f24416224
1/10/2025 11:56,1/10/2025 12:08,0,172.226.36.22,100,708,1,1/10/2025 12:08,R_5pQqHMlFz4Y6JbH,,,,,37.6736,-122.0944,qr,EN,1,21,1,3,,1,,1,,2,,,1,,,1,,11,4,0,0,,1,1,1,1,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,8,6,7,6,6,6,7,7,6,8,7,6,7,7,6,6,8,7,3,5,8,8,6,4,6,7,7,7,6,6,7,7,5,7,8,8,7,8,9,10,6,5,8,7,7,7,8,8,1,5,9,8,3,1,6,8,10,9,7,6,f24149116
1/10/2025 12:15,1/10/2025 12:27,0,108.147.175.57,100,708,1,1/10/2025 12:27,R_74CO1DREnZGWmlM,,,,,36.1872,-115.131,qr,EN,1,19,0,1,,0,,1,,1,,,1,,,1,,2,7,0,0,,,,1,1,1,1,,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,9,9,8,8,8,8,9,6,8,9,10,6,7,7,8,3,3,8,7,4,6,7,6,7,8,6,7,7,9,8,9,7,7,9,8,9,10,7,8,9,9,7,8,8,8,2,3,7,6,3,2,7,9,6,7,7,7,f24469530
1/10/2025 13:13,1/10/2025 13:22,0,169.231.104.212,100,563,1,1/10/2025 13:22,R_73v59DSqL2Sgkan,,,,,34.442,-119.7617,qr,EN,1,21,0,1,,0,,1,,1,1,,,,,,,12,6,0,1,,,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,,1,,,1,,1,1,1,1,1,1,1,10,9,8,9,8,8,9,10,8,8,9,8,9,9,9,8,11,10,8,9,8,8,6,5,9,8,8,8,9,9,10,10,8,9,8,9,8,11,9,8,8,8,10,9,8,9,11,10,8,8,8,8,6,6,8,8,7,8,8,9,f24642410
1/10/2025 20:56,1/10/2025 21:19,0,169.231.241.26,100,1372,1,1/10/2025 21:19,R_3dm1QmOP0Icoaff,,,,,34.4265,-119.8631,qr,EN,1,19,0,3,,0,,1,,1,1,,,,,,,11,4,0,0,,,1,1,1,,,,1,1,,,,,1,1,1,1,1,1,,,,,,,,1,,1,1,1,1,7,6,9,9,6,6,8,8,6,8,7,7,7,7,8,8,7,7,6,6,6,6,6,6,6,8,6,6,6,6,4,6,9,9,5,8,7,7,6,8,4,3,5,2,6,7,5,5,2,3,5,5,1,1,9,6,6,6,7,6,f24426028
1/6/2025 10:25,1/6/2025 10:38,0,169.231.209.62,93,779,0,1/13/2025 10:38,R_7uu9XE1sFLWXuwN,,,,,33.8358,-117.9063,qr,EN,1,18,0,1,,0,,1,,2,1,,,,,,,9,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,6,7,7,7,6,7,6,7,7,7,9,7,8,8,9,6,8,7,8,6,6,6,6,6,6,7,6,4,4,8,9,9,9,6,6,7,8,8,6,9,9,6,8,9,8,6,8,7,7,4,4,9,6,6,5,6,6,f24579450
1/6/2025 11:04,1/6/2025 11:05,0,169.231.241.162,1,48,0,1/13/2025 11:05,R_7HIE3CFCkcvxe1Q,,,,,34.4265,-119.8631,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24412043
1/6/2025 12:09,1/6/2025 12:12,0,174.195.84.149,16,145,0,1/13/2025 12:12,R_7pWwHURUr0KAnu3,,,,,37.3698,-121.816,qr,EN,1,18,0,3,,1,,1,,1,,,1,,,,,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24526802
1/6/2025 12:13,1/6/2025 12:13,0,104.28.85.215,1,23,0,1/13/2025 12:13,R_5UpzBLbikVOdp6x,,,,,34.4272,-119.7059,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24705397
1/13/2025 12:40,1/13/2025 12:54,0,172.56.121.143,100,813,1,1/13/2025 12:54,R_571Z4Znq5A1oaU8,,,,,34.2003,-118.4045,qr,EN,1,21,0,2,,0,,1,,1,,,,,,1,,11,6,0,0,,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,8,8,8,8,8,7,6,7,7,7,9,10,7,7,10,10,7,8,7,7,3,3,6,7,6,6,8,7,9,10,9,9,9,9,6,7,6,6,9,7,10,11,7,8,10,11,9,8,7,8,2,2,7,6,6,6,8,9,f24793049
1/13/2025 12:42,1/13/2025 12:56,0,12.75.224.48,100,835,1,1/13/2025 12:56,R_5OpRIMesuS3pgBn,,,,,33.8405,-117.9526,qr,EN,1,19,1,2,,1,,1,,1,,,1,,,,,12,5,0,0,,,,1,1,,,,1,1,1,1,1,,,1,1,,1,,1,,,,,,,1,1,,,1,1,7,6,7,7,6,7,9,7,7,7,8,7,8,7,7,7,8,8,5,7,8,7,4,3,8,8,7,8,7,6,6,6,7,8,5,6,7,7,7,7,6,7,8,8,7,7,8,9,6,8,6,6,1,1,7,7,7,8,7,8,f24903464
1/13/2025 12:57,1/13/2025 13:05,0,72.205.90.44,100,500,1,1/13/2025 13:05,R_5OkR8C2GZyyP5IF,,,,,34.4216,-119.7068,qr,EN,1,20,0,3,,0,,1,,1,,,1,,,,,1,4,0,0,,,,1,,,,,,1,1,1,,,,,1,,,,1,,,,,,,,,,,1,,11,10,11,11,11,11,11,11,6,11,11,11,9,11,10,11,11,11,11,11,10,11,11,11,10,11,10,6,11,11,11,11,11,11,11,10,11,11,11,10,11,10,10,10,9,10,10,11,11,11,6,5,11,11,6,11,10,1,11,11,f24592274
1/9/2025 11:24,1/13/2025 13:09,0,169.231.120.192,100,351892,1,1/13/2025 13:09,R_6R7aAqIGYxDBKvL,,,,,34.4373,-119.8341,qr,EN,1,19,1,3,,1,,1,,1,1,,,,1,1,,1,4,0,0,1,1,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,7,7,8,9,6,6,8,6,6,6,9,9,9,9,7,7,7,7,8,8,7,7,6,6,7,7,6,6,8,5,9,8,7,10,8,8,8,8,6,6,9,9,9,8,8,7,7,8,7,7,6,6,6,7,6,7,7,7,f24976312
1/13/2025 14:09,1/13/2025 14:16,0,47.150.89.231,100,387,1,1/13/2025 14:16,R_53KGvWbTpytgslX,,,,,34.4216,-119.7068,qr,EN,1,22,1,1,,1,,1,,1,,,,,,1,,11,6,0,0,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,9,7,6,8,7,7,9,8,9,10,8,11,10,10,8,8,6,11,10,9,6,6,10,6,11,8,8,8,6,6,9,8,5,7,9,9,7,10,10,9,8,7,9,9,9,6,8,9,7,8,4,3,8,8,7,6,7,7,f24801009
1/6/2025 14:12,1/6/2025 14:23,0,107.115.224.80,54,653,0,1/13/2025 14:23,R_65FlrArhqB79QjF,,,,,33.8358,-117.9063,qr,EN,1,21,0,4,,0,,1,,1,,,,,,1,,11,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,8,7,6,7,8,8,10,10,11,6,9,8,6,8,8,7,9,8,6,6,6,1,6,6,6,6,9,7,f24623506
1/13/2025 14:10,1/13/2025 14:30,0,169.231.182.213,100,1244,1,1/13/2025 14:30,R_5OxXruONuNOAdO3,,,,,34.4265,-119.8631,qr,EN,1,20,1,2,,1,,1,,1,1,,,,,,,9,6,0,0,,,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,10,5,9,9,9,9,9,7,6,9,6,6,9,9,8,6,6,9,6,8,8,6,4,4,8,6,6,8,9,7,8,5,5,9,10,9,8,6,7,8,8,5,8,10,6,5,8,8,6,8,6,5,5,6,7,6,10,9,6,6,f24567758
1/13/2025 14:14,1/13/2025 14:46,0,104.28.200.139,100,1931,1,1/13/2025 14:46,R_5KjNWiDKoBocTYC,,,,,34.4272,-119.7059,qr,EN,1,18,0,1,,0,,1,,1,1,,,,,,,11,7,0,0,,,,1,1,1,1,1,1,1,,,,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,7,7,6,6,6,6,7,6,6,6,6,6,9,8,7,7,8,8,7,7,6,6,6,6,6,6,6,7,6,6,11,4,7,6,4,8,4,4,8,2,3,3,6,7,9,8,9,6,9,8,6,5,7,7,7,3,4,7,4,3,f2419309
1/6/2025 15:26,1/6/2025 15:34,0,172.56.183.15,54,494,0,1/13/2025 15:34,R_3QSPguaaySkdW0v,,,,,34.0528,-117.6648,qr,EN,1,20,0,3,,0,,1,,1,,,,,,1,,11,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,10,9,8,9,9,10,10,10,7,7,9,9,9,10,9,7,6,8,10,8,4,1,8,7,8,9,10,9,f24965728
1/13/2025 14:11,1/13/2025 16:04,0,169.231.172.0,100,6766,1,1/13/2025 16:04,R_50C7aWUMeyFkFoA,,,,,34.4265,-119.8631,qr,EN,1,23,1,1,,1,,1,,1,,,1,,,,,11,6,1,0,,,,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,,1,1,1,1,1,1,1,6,8,8,9,8,9,7,8,6,6,6,7,6,7,7,8,6,8,7,6,6,6,3,3,6,6,6,6,6,6,10,11,6,8,11,10,6,6,8,11,6,9,11,9,8,8,10,7,9,11,6,6,2,1,8,11,6,9,6,6,f24498876
1/6/2025 16:06,1/6/2025 16:06,0,172.56.183.15,1,8,0,1/13/2025 16:06,R_3NgEG8vRD49iXpm,,,,,34.0528,-117.6648,qr,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24178128
1/6/2025 17:38,1/6/2025 17:47,0,169.231.176.122,54,505,0,1/13/2025 17:47,R_3wvHfBcUnft8APr,,,,,34.4265,-119.8631,qr,EN,1,20,0,3,,0,,1,,1,,,,,,1,,11,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,9,8,9,9,7,9,7,7,8,9,8,9,9,11,10,7,9,9,8,2,1,8,10,9,7,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24364583
